mpg,cylinders,displacement,horsepower,weight,acceleration,model year,origin,weight_scaled,acceleration_scaled,Age of Car
13.0,8,307.0,130.0,4098,14.0,72,1,1.3331824648339885,-0.5693405511400875,53
13.0,8,302.0,140.0,4294,16.0,72,1,1.5649219728653398,0.1568172420140696,53
14.0,8,318.0,150.0,4077,14.0,72,1,1.3083532318306292,-0.5693405511400875,53
18.0,4,121.0,112.0,2933,14.5,72,2,-0.04424879463807549,-0.3878011028515483,53
22.0,4,121.0,76.0,2511,18.0,72,2,-0.5431981435627201,0.8829750351682267,53
21.0,4,120.0,87.0,2979,19.5,72,2,0.010139049083568238,1.4275933800338445,53
26.0,4,96.0,69.0,2189,18.0,72,2,-0.9239130496142262,0.8829750351682267,53
22.0,4,122.0,86.0,2395,16.0,72,1,-0.6803500972955608,0.1568172420140696,53
28.0,4,97.0,92.0,2288,17.0,72,3,-0.806860951169819,0.5198961385911481,53
23.0,4,120.0,97.0,2506,14.5,72,3,-0.549109865706377,-0.3878011028515483,53
28.0,4,98.0,80.0,2164,15.0,72,1,-0.9534716603325109,-0.206261654563009,53
27.0,4,97.0,88.0,2100,16.5,72,3,-1.0291417037713195,0.3383566903026089,53
13.0,8,350.0,175.0,4100,13.0,73,1,1.3355471536914512,-0.9324194477171661,52
14.0,8,304.0,150.0,3672,11.5,73,1,0.8295037381944182,-1.477037792582784,52
13.0,8,350.0,145.0,3988,13.0,73,1,1.203124577673536,-0.9324194477171661,52
14.0,8,302.0,137.0,4042,14.5,73,1,1.266971176825031,-0.3878011028515483,52
15.0,8,318.0,150.0,3777,12.5,73,1,0.9536499032112138,-1.1139588960057054,52
12.0,8,429.0,198.0,4952,11.5,73,1,2.3429046069705914,-1.477037792582784,52
13.0,8,400.0,150.0,4464,12.0,73,1,1.7659205257496755,-1.2954983442942447,52
13.0,8,351.0,158.0,4363,13.0,73,1,1.6465037384478056,-0.9324194477171661,52
14.0,8,318.0,150.0,4237,14.5,73,1,1.497528340427651,-0.3878011028515483,52
13.0,8,440.0,215.0,4735,11.0,73,1,2.086335865935881,-1.6585772408713233,52
12.0,8,455.0,225.0,4951,11.0,73,1,2.34172226254186,-1.6585772408713233,52
13.0,8,360.0,175.0,3821,11.0,73,1,1.0056730580753948,-1.6585772408713233,52
18.0,6,225.0,105.0,3121,16.5,73,1,0.17803195796342497,0.3383566903026089,52
16.0,6,250.0,100.0,3278,18.0,73,1,0.36366003327425245,0.8829750351682267,52
18.0,6,232.0,100.0,2945,16.0,73,1,-0.030060661493298863,0.1568172420140696,52
18.0,6,250.0,88.0,3021,16.5,73,1,0.05979751509028642,0.3383566903026089,52
23.0,6,198.0,95.0,2904,16.0,73,1,-0.07853678307128566,0.1568172420140696,52
26.0,4,97.0,46.0,1950,21.0,73,2,-1.2064933680810273,1.9722117248994624,52
11.0,8,400.0,150.0,4997,14.0,73,1,2.396110106263504,-0.5693405511400875,52
12.0,8,400.0,167.0,4906,12.5,73,1,2.2885167632489476,-1.1139588960057054,52
13.0,8,360.0,170.0,4654,13.0,73,1,1.9905659672086387,-0.9324194477171661,52
12.0,8,350.0,180.0,4499,12.5,73,1,1.807302580755274,-1.1139588960057054,52
18.0,6,232.0,100.0,2789,15.0,73,1,-0.21450639237539498,-0.206261654563009,52
20.0,4,97.0,88.0,2279,19.0,73,3,-0.8175020510284015,1.2460539317453052,52
21.0,4,140.0,72.0,2401,19.5,73,1,-0.6732560307231725,1.4275933800338445,52
22.0,4,108.0,94.0,2379,16.5,73,3,-0.699267608155263,0.3383566903026089,52
18.0,3,70.0,90.0,2124,13.5,73,3,-1.0007654374817663,-0.7508799994286268,52
19.0,4,122.0,85.0,2310,18.5,73,1,-0.7808493737377286,1.064514483456766,52
21.0,6,155.0,107.0,2472,14.0,73,1,-0.5893095762832441,-0.5693405511400875,52
26.0,4,98.0,90.0,2265,15.5,73,2,-0.8340548730306409,-0.02472220627446969,52
15.0,8,350.0,145.0,4082,13.0,73,1,1.3142649539742863,-0.9324194477171661,52
16.0,8,400.0,230.0,4278,9.5,73,1,1.546004462005638,-2.203195585736941,52
29.0,4,68.0,49.0,1867,19.5,73,2,-1.3046279556657323,1.4275933800338445,52
24.0,4,116.0,75.0,2158,15.5,73,2,-0.9605657269048992,-0.02472220627446969,52
20.0,4,114.0,91.0,2582,14.0,73,2,-0.45925168912279174,-0.5693405511400875,52
19.0,4,121.0,112.0,2868,15.5,73,2,-0.12110118250561554,-0.02472220627446969,52
15.0,8,318.0,150.0,3399,11.0,73,1,0.50672370915075,-1.6585772408713233,52
24.0,4,121.0,110.0,2660,14.0,73,2,-0.36702882368174367,-0.5693405511400875,52
20.0,6,156.0,122.0,2807,13.5,73,3,-0.19322419265823004,-0.7508799994286268,52
11.0,8,350.0,180.0,3664,11.0,73,1,0.8200449827645672,-1.6585772408713233,52
20.0,6,198.0,95.0,3102,16.5,74,1,0.15556741381752864,0.3383566903026089,51
21.0,6,200.0,104.46938775510205,2875,17.0,74,1,-0.11282477150449584,0.5198961385911481,51
19.0,6,232.0,100.0,2901,16.0,74,1,-0.08208381635747981,0.1568172420140696,51
15.0,6,250.0,100.0,3336,17.0,74,1,0.4322360101406728,0.5198961385911481,51
31.0,4,79.0,67.0,1950,19.0,74,3,-1.2064933680810273,1.2460539317453052,51
26.0,4,122.0,80.0,2451,16.5,74,1,-0.6141388092866032,0.3383566903026089,51
32.0,4,71.0,65.0,1836,21.0,74,3,-1.341280632956405,1.9722117248994624,51
25.0,4,140.0,75.0,2542,17.0,74,1,-0.5065454662720471,0.5198961385911481,51
16.0,6,250.0,100.0,3781,17.0,74,1,0.9583792809261393,0.5198961385911481,51
16.0,6,258.0,110.0,3632,18.0,74,1,0.7822099610451628,0.8829750351682267,51
18.0,6,225.0,105.0,3613,16.5,74,1,0.7597454168992666,0.3383566903026089,51
16.0,8,302.0,140.0,4141,14.0,74,1,1.384023275269438,-0.5693405511400875,51
13.0,8,350.0,150.0,4699,14.5,74,1,2.043771466501551,-0.3878011028515483,51
14.0,8,318.0,150.0,4457,13.5,74,1,1.7576441147485558,-0.7508799994286268,51
14.0,8,302.0,140.0,4638,16.0,74,1,1.9716484563489365,0.1568172420140696,51
14.0,8,304.0,150.0,4257,15.5,74,1,1.5211752290022786,-0.02472220627446969,51
29.0,4,98.0,83.0,2219,16.5,74,2,-0.8884427167522846,0.3383566903026089,51
26.0,4,79.0,67.0,1963,15.5,74,2,-1.1911228905075193,-0.02472220627446969,51
26.0,4,97.0,78.0,2300,14.5,74,2,-0.7926728180250424,-0.3878011028515483,51
31.0,4,76.0,52.0,1649,16.5,74,3,-1.5623790411291743,0.3383566903026089,51
32.0,4,83.0,61.0,2003,19.0,74,3,-1.1438291133582639,1.2460539317453052,51
28.0,4,90.0,75.0,2125,14.5,74,1,-0.9995830930530348,-0.3878011028515483,51
24.0,4,90.0,75.0,2108,15.5,74,2,-1.0196829483414684,-0.02472220627446969,51
26.0,4,116.0,75.0,2246,14.0,74,2,-0.8565194171765372,-0.5693405511400875,51
24.0,4,120.0,97.0,2489,15.0,74,3,-0.5692097209948106,-0.206261654563009,51
26.0,4,108.0,93.0,2391,15.5,74,3,-0.6850794750104864,-0.02472220627446969,51
31.0,4,79.0,67.0,2000,16.0,74,2,-1.147376146644458,0.1568172420140696,51
19.0,6,225.0,95.0,3264,16.0,75,1,0.34710721127201305,0.1568172420140696,50
18.0,6,250.0,105.0,3459,16.0,75,1,0.5776643748746332,0.1568172420140696,50
15.0,6,250.0,72.0,3432,21.0,75,1,0.5457410752988858,1.9722117248994624,50
15.0,6,250.0,72.0,3158,19.5,75,1,0.2217787018264862,1.4275933800338445,50
16.0,8,400.0,170.0,4668,11.5,75,1,2.007118789210878,-1.477037792582784,50
15.0,8,350.0,145.0,4440,14.0,75,1,1.7375442594601223,-0.5693405511400875,50
16.0,8,318.0,150.0,4498,14.5,75,1,1.8061202363265425,-0.3878011028515483,50
14.0,8,351.0,148.0,4657,13.5,75,1,1.9941130004948329,-0.7508799994286268,50
17.0,6,231.0,110.0,3907,21.0,75,1,1.1073546789462938,1.9722117248994624,50
16.0,6,250.0,105.0,3897,18.5,75,1,1.09553123465898,1.064514483456766,50
15.0,6,258.0,110.0,3730,19.0,75,1,0.8980797150608386,1.2460539317453052,50
18.0,6,225.0,95.0,3785,19.0,75,1,0.9631086586410649,1.2460539317453052,50
21.0,6,231.0,110.0,3039,15.0,75,1,0.08107971480745135,-0.206261654563009,50
20.0,8,262.0,110.0,3221,13.5,75,1,0.29626640083656347,-0.7508799994286268,50
13.0,8,302.0,129.0,3169,12.0,75,1,0.23478449054253145,-1.2954983442942447,50
29.0,4,97.0,75.0,2171,16.0,75,3,-0.9451952493313911,0.1568172420140696,50
23.0,4,140.0,83.0,2639,17.0,75,1,-0.39185805668510276,0.5198961385911481,50
20.0,6,232.0,100.0,2914,16.0,75,1,-0.06671333878397182,0.1568172420140696,50
23.0,4,140.0,78.0,2592,18.5,75,1,-0.4474282448354779,1.064514483456766,50
24.0,4,134.0,96.0,2702,13.5,75,3,-0.3173703576750255,-0.7508799994286268,50
25.0,4,90.0,71.0,2223,16.5,75,2,-0.883713339037359,0.3383566903026089,50
24.0,4,119.0,97.0,2545,17.0,75,3,-0.502998432985853,0.5198961385911481,50
18.0,6,171.0,97.0,2984,14.5,75,1,0.016050771227225164,-0.3878011028515483,50
29.0,4,90.0,70.0,1937,14.0,75,2,-1.2218638456545352,-0.5693405511400875,50
19.0,6,232.0,90.0,3211,17.0,75,1,0.2844429565492496,0.5198961385911481,50
23.0,4,115.0,95.0,2694,15.0,75,2,-0.32682911310487656,-0.206261654563009,50
23.0,4,120.0,88.0,2957,17.0,75,2,-0.01587252834852224,0.5198961385911481,50
22.0,4,121.0,98.0,2945,14.5,75,2,-0.030060661493298863,-0.3878011028515483,50
25.0,4,121.0,115.0,2671,13.5,75,2,-0.3540230349656984,-0.7508799994286268,50
33.0,4,91.0,53.0,1795,17.5,75,3,-1.389756754534392,0.7014355868796874,50
28.0,4,107.0,86.0,2464,15.5,76,2,-0.5987683317130952,-0.02472220627446969,49
25.0,4,116.0,81.0,2220,16.9,76,2,-0.8872603723235533,0.48358824893343977,49
25.0,4,140.0,92.0,2572,14.9,76,1,-0.4710751334101056,-0.2425695442207167,49
26.0,4,98.0,79.0,2255,17.7,76,1,-0.8458783173179547,0.774051366195103,49
27.0,4,101.0,83.0,2202,15.3,76,2,-0.9085425720407182,-0.09733798558988514,49
17.5,8,305.0,140.0,4215,13.0,76,1,1.4715167629955606,-0.9324194477171661,49
16.0,8,318.0,150.0,4190,13.0,76,1,1.441958152277276,-0.9324194477171661,49
15.5,8,304.0,120.0,3962,13.9,76,1,1.17238362252652,-0.6056484407977952,49
14.5,8,351.0,152.0,4215,12.8,76,1,1.4715167629955606,-1.0050352270325815,49
22.0,6,225.0,100.0,3233,15.4,76,1,0.3104545339813401,-0.06103009593217742,49
22.0,6,250.0,105.0,3353,14.5,76,1,0.45233586542910637,-0.3878011028515483,49
24.0,6,200.0,81.0,3012,17.6,76,1,0.04915641523170396,0.7377434765373958,49
22.5,6,232.0,90.0,3085,17.6,76,1,0.1354675585290951,0.7377434765373958,49
29.0,4,85.0,52.0,2035,22.2,76,1,-1.1059940916388595,2.4079064007919566,49
24.5,4,98.0,60.0,2164,22.1,76,1,-0.9534716603325109,2.3715985111342492,49
29.0,4,90.0,70.0,1937,14.2,76,2,-1.2218638456545352,-0.4967247718246721,49
33.0,4,91.0,53.0,1795,17.4,76,3,-1.389756754534392,0.6651276972219791,49
20.0,6,225.0,100.0,3651,17.7,76,1,0.8046745051910592,0.774051366195103,49
18.0,6,250.0,78.0,3574,21.0,76,1,0.7136339841787425,1.9722117248994624,49
18.5,6,250.0,110.0,3645,16.2,76,1,0.7975804386186709,0.22943302132948504,49
17.5,6,258.0,95.0,3193,17.8,76,1,0.2631607568320847,0.8103592558528113,49
29.5,4,97.0,71.0,1825,12.2,76,2,-1.3542864216724504,-1.2228825649788293,49
32.0,4,85.0,70.0,1990,17.0,76,3,-1.1591995909317718,0.5198961385911481,49
28.0,4,97.0,75.0,2155,16.4,76,3,-0.9641127601910933,0.30204880064490053,49
26.5,4,140.0,72.0,2565,13.6,76,1,-0.4793515444112253,-0.7145721097709191,49
20.0,4,130.0,102.0,3150,15.7,76,2,0.21231994639663512,0.04789357304094576,49
13.0,8,318.0,150.0,3940,13.2,76,1,1.1463720450944295,-0.8598036684017507,49
19.0,4,120.0,88.0,3270,21.9,76,2,0.35420127784440136,2.2989827318188327,49
19.0,6,156.0,108.0,2930,15.5,76,3,-0.047795827924269646,-0.02472220627446969,49
16.5,6,168.0,120.0,3820,16.7,76,2,1.0044907136466632,0.41097246961802436,49
16.5,8,350.0,180.0,4380,12.1,76,1,1.6666035937362391,-1.259190454636537,49
13.0,8,350.0,145.0,4055,12.0,76,1,1.2823416543985389,-1.2954983442942447,49
13.0,8,302.0,130.0,3870,15.0,76,1,1.0636079350832326,-0.206261654563009,49
13.0,8,318.0,150.0,3755,14.0,76,1,0.9276383257791233,-0.5693405511400875,49
31.5,4,98.0,68.0,2045,18.5,77,3,-1.0941706473515456,1.064514483456766,48
30.0,4,111.0,80.0,2155,14.8,77,1,-0.9641127601910933,-0.27887743387842445,48
36.0,4,79.0,58.0,1825,18.6,77,2,-1.3542864216724504,1.1008223731144744,48
25.5,4,122.0,96.0,2300,15.5,77,1,-0.7926728180250424,-0.02472220627446969,48
33.5,4,85.0,70.0,1945,16.8,77,3,-1.2124050902246841,0.44728035927573273,48
17.5,8,305.0,145.0,3880,12.5,77,1,1.0754313793705463,-1.1139588960057054,48
17.0,8,260.0,110.0,4060,19.0,77,1,1.2882533765421957,1.2460539317453052,48
15.5,8,318.0,145.0,4140,13.7,77,1,1.3828409308407066,-0.6782642201132114,48
15.0,8,302.0,130.0,4295,14.9,77,1,1.5661043172940714,-0.2425695442207167,48
17.5,6,250.0,110.0,3520,16.4,77,1,0.6497873850272478,0.30204880064490053,48
20.5,6,231.0,105.0,3425,16.9,77,1,0.5374646642977661,0.48358824893343977,48
19.0,6,225.0,100.0,3630,17.7,77,1,0.7798452721877001,0.774051366195103,48
18.5,6,250.0,98.0,3525,19.0,77,1,0.6556991071709046,1.2460539317453052,48
16.0,8,400.0,180.0,4220,11.1,77,1,1.4774284851392174,-1.6222693512136155,48
15.5,8,350.0,170.0,4165,11.4,77,1,1.4123995415589912,-1.5133456822404916,48
15.5,8,400.0,190.0,4325,12.2,77,1,1.6015746501560129,-1.2228825649788293,48
16.0,8,351.0,149.0,4335,14.5,77,1,1.6133980944433268,-0.3878011028515483,48
29.0,4,97.0,78.0,1940,14.5,77,2,-1.2183168123683412,-0.3878011028515483,48
24.5,4,151.0,88.0,2740,16.0,77,1,-0.2724412693832329,0.1568172420140696,48
26.0,4,97.0,75.0,2265,18.2,77,3,-0.8340548730306409,0.9555908144836421,48
25.5,4,140.0,89.0,2755,15.8,77,1,-0.2547061029522621,0.08420146269865414,48
30.5,4,98.0,63.0,2051,17.0,77,1,-1.0870765807791574,0.5198961385911481,48
33.5,4,98.0,83.0,2075,15.9,77,1,-1.058700314489604,0.12050935235636187,48
30.0,4,97.0,67.0,1985,16.4,77,3,-1.1651113130754287,0.30204880064490053,48
30.5,4,97.0,78.0,2190,14.1,77,2,-0.9227307051854948,-0.5330326614823798,48
22.0,6,146.0,97.0,2815,14.5,77,3,-0.18376543722837896,-0.3878011028515483,48
21.5,4,121.0,110.0,2600,12.8,77,2,-0.4379694894056268,-1.0050352270325815,48
21.5,3,80.0,110.0,2720,13.5,77,3,-0.2960881579578606,-0.7508799994286268,48
43.1,4,90.0,48.0,1985,21.5,78,2,-1.1651113130754287,2.153751173188002,47
36.1,4,98.0,66.0,1800,14.4,78,1,-1.383845032390735,-0.424108992509256,47
32.8,4,78.0,52.0,1985,19.4,78,3,-1.1651113130754287,1.3912854903761362,47
39.4,4,85.0,70.0,2070,18.6,78,3,-1.064612036633261,1.1008223731144744,47
36.1,4,91.0,60.0,1800,16.4,78,3,-1.383845032390735,0.30204880064490053,47
19.9,8,260.0,110.0,3365,15.5,78,1,0.466523998573883,-0.02472220627446969,47
19.4,8,318.0,140.0,3735,13.2,78,1,0.9039914372044956,-0.8598036684017507,47
20.2,8,302.0,139.0,3570,12.8,78,1,0.7089046064638169,-1.0050352270325815,47
19.2,6,231.0,105.0,3535,19.2,78,1,0.6675225514582185,1.3186697110607208,47
20.5,6,200.0,95.0,3155,18.2,78,1,0.21823166854029205,0.9555908144836421,47
20.2,6,200.0,85.0,2965,15.8,78,1,-0.006413772918671156,0.08420146269865414,47
25.1,4,140.0,88.0,2720,15.4,78,1,-0.2960881579578606,-0.06103009593217742,47
20.5,6,225.0,100.0,3430,17.2,78,1,0.543376386441423,0.5925119179065637,47
19.4,6,232.0,90.0,3210,17.2,78,1,0.28326061212051823,0.5925119179065637,47
20.6,6,231.0,105.0,3380,15.8,78,1,0.4842591650048538,0.08420146269865414,47
20.8,6,200.0,85.0,3070,16.7,78,1,0.1177323920981243,0.41097246961802436,47
18.6,6,225.0,110.0,3620,18.7,78,1,0.7680218279003862,1.1371302627721815,47
18.1,6,258.0,120.0,3410,15.1,78,1,0.5197294978667953,-0.16995376490530126,47
19.2,8,305.0,145.0,3425,13.2,78,1,0.5374646642977661,-0.8598036684017507,47
17.7,6,231.0,165.0,3445,13.4,78,1,0.5611115528723938,-0.7871878890863345,47
18.1,8,302.0,139.0,3205,11.2,78,1,0.2773488899768613,-1.585961461555908,47
17.5,8,318.0,140.0,4080,13.7,78,1,1.3119002651168234,-0.6782642201132114,47
30.0,4,98.0,68.0,2155,16.5,78,1,-0.9641127601910933,0.3383566903026089,47
27.5,4,134.0,95.0,2560,14.2,78,3,-0.4852632665548822,-0.4967247718246721,47
27.2,4,119.0,97.0,2300,14.7,78,3,-0.7926728180250424,-0.3151853235361328,47
30.9,4,105.0,75.0,2230,14.5,78,1,-0.8754369280362394,-0.3878011028515483,47
21.1,4,134.0,95.0,2515,14.8,78,3,-0.5384687658477946,-0.27887743387842445,47
23.2,4,156.0,105.0,2745,16.7,78,1,-0.26652954723957595,0.41097246961802436,47
23.8,4,151.0,85.0,2855,17.6,78,1,-0.13647166007912354,0.7377434765373958,47
23.9,4,119.0,97.0,2405,14.9,78,3,-0.668526653008247,-0.2425695442207167,47
20.3,5,131.0,103.0,2830,15.9,78,2,-0.16603027079740817,0.12050935235636187,47
17.0,6,163.0,125.0,3140,13.6,78,2,0.20049650210932127,-0.7145721097709191,47
21.6,4,121.0,115.0,2795,15.7,78,2,-0.20741232580300667,0.04789357304094576,47
16.2,6,163.0,133.0,3410,15.8,78,2,0.5197294978667953,0.08420146269865414,47
31.5,4,89.0,71.0,1990,14.9,78,2,-1.1591995909317718,-0.2425695442207167,47
29.5,4,98.0,68.0,2135,16.6,78,3,-0.987759648765721,0.37466457996031727,47
21.5,6,231.0,115.0,3245,15.4,79,1,0.3246426671261167,-0.06103009593217742,46
19.8,6,200.0,85.0,2990,18.2,79,1,0.023144837799613478,0.9555908144836421,46
22.3,4,140.0,88.0,2890,17.3,79,1,-0.09508960507352505,0.628819807564272,46
20.2,6,232.0,90.0,3265,18.2,79,1,0.34828955570074444,0.9555908144836421,46
20.6,6,225.0,110.0,3360,16.6,79,1,0.46061227643022606,0.37466457996031727,46
17.0,8,305.0,130.0,3840,15.4,79,1,1.028137602221291,-0.06103009593217742,46
17.6,8,302.0,129.0,3725,13.4,79,1,0.8921679929171817,-0.7871878890863345,46
16.5,8,351.0,138.0,3955,13.2,79,1,1.1641072115254003,-0.8598036684017507,46
18.2,8,318.0,135.0,3830,15.2,79,1,1.0163141579339772,-0.13364587524759353,46
16.9,8,350.0,155.0,4360,14.9,79,1,1.6429567051616114,-0.2425695442207167,46
15.5,8,351.0,142.0,4054,14.3,79,1,1.2811593099698075,-0.4604168821669637,46
19.2,8,267.0,125.0,3605,15.0,79,1,0.7502866614694155,-0.206261654563009,46
18.5,8,360.0,150.0,3940,13.0,79,1,1.1463720450944295,-0.9324194477171661,46
31.9,4,89.0,71.0,1925,14.0,79,2,-1.2360519787993118,-0.5693405511400875,46
34.1,4,86.0,65.0,1975,15.2,79,3,-1.1769347573627427,-0.13364587524759353,46
35.7,4,98.0,80.0,1915,14.4,79,1,-1.2478754230866258,-0.424108992509256,46
27.4,4,121.0,80.0,2670,15.0,79,1,-0.3552053793944298,-0.206261654563009,46
25.4,5,183.0,77.0,3530,20.1,79,2,0.6616108293145616,1.6454407179800923,46
23.0,8,350.0,125.0,3900,17.4,79,1,1.099078267945174,0.6651276972219791,46
27.2,4,141.0,71.0,3190,24.8,79,2,0.2596137235458905,3.351911531892361,46
23.9,8,260.0,90.0,3420,22.2,79,1,0.5315529421541092,2.4079064007919566,46
34.2,4,105.0,70.0,2200,13.2,79,1,-0.910907260898181,-0.8598036684017507,46
34.5,4,105.0,70.0,2150,14.9,79,1,-0.9700244823347502,-0.2425695442207167,46
